rank,nb_frame,moy_apm,moy_pps,apm,pps
a,4555,17.435293739975712,1.027465788169657,10.272168568920106,1.0008779631255489
a,6205,17.435293739975712,1.027465788169657,21.056051990251827,1.023558082859464
a,5479,17.435293739975712,1.027465788169657,23.026315789473685,1.0635964912280702
a,15225,17.435293739975712,1.027465788169657,15.386638611257236,1.0218306154655443
a,15610,14.858383856133711,1.019885853147853,14.98943052975466,0.8993658317852796
a,9945,14.858383856133711,1.019885853147853,11.945701357466062,1.0256410256410255
a,5250,14.858383856133711,1.019885853147853,22.6113437381043,1.1191473163304149
a,2253,14.858383856133711,1.019885853147853,12.732095490716182,1.0875331564986737
a,3625,14.858383856133711,1.019885853147853,12.013348164627365,0.967741935483871
a,5784,21.03783007678382,0.9957238279543044,27.979274611398964,1.0155440414507773
a,6639,21.03783007678382,0.9957238279543044,14.096385542168674,0.9759036144578312
a,4610,17.900344880583962,1.363309809783809,17.18004338394794,1.3796095444685468
a,8483,17.900344880583962,1.363309809783809,22.083284180724316,1.3023475286068185
a,10886,17.900344880583962,1.363309809783809,21.83221538178811,1.3121381971882753
a,2062,17.900344880583962,1.363309809783809,10.505836575875486,1.4591439688715957
a,19299,13.924244628406132,0.8993610912159662,12.324290678977126,0.8465169355257015
a,10595,13.924244628406132,0.8993610912159662,7.135441245870694,0.8890986314299197
a,19401,13.924244628406132,0.8993610912159662,12.432348847997526,0.8752126179062935
a,17878,13.924244628406132,0.8993610912159662,19.734854841416347,0.9196173854673604
a,12602,13.924244628406132,0.8993610912159662,17.99428752776896,0.9663598857505554
a,16618,17.10517606124239,1.0488495806522935,20.801733477789814,1.0617551462621886
a,11585,17.10517606124239,1.0488495806522935,15.545383884618706,1.041540720269453
a,18659,17.10517606124239,1.0488495806522935,14.968410821318646,1.043252875425239
a,14871,14.297216289733736,0.9390491717799958,16.463783711076736,1.02495124083664
a,14564,14.297216289733736,0.9390491717799958,15.324407826982492,0.9969104016477858
a,13847,14.297216289733736,0.9390491717799958,9.098786828422876,0.8362218370883882
a,7951,14.297216289733736,0.9390491717799958,16.30188679245283,0.8981132075471698
a,1,0.0,1.1214953271028036,0.0,1.1214953271028036
a,16737,18.68594431645476,1.0999973830572598,16.56111841319154,1.0861512725534712
a,3741,18.68594431645476,1.0999973830572598,20.1815269620929,1.217298451681794
a,7682,18.68594431645476,1.0999973830572598,19.19126251462749,1.0921856715641658
a,10321,18.68594431645476,1.0999973830572598,18.809869375907112,1.004354136429608
a,5539,21.746536592993703,1.0547947494038876,22.77245617205856,1.073558648111332
a,7012,21.746536592993703,1.0547947494038876,20.72061701392886,1.036030850696443
a,8275,20.528444010192523,1.0263850177222744,18.269695505074917,1.0802319961333977
a,1428,20.528444010192523,1.0263850177222744,25.40578687367678,1.058574453069866
a,5417,20.528444010192523,1.0263850177222744,16.402405686167306,0.940404592673592
a,11870,20.528444010192523,1.0263850177222744,22.03588797585108,1.026329029012242
a,2553,28.81372701282313,1.222555040590234,28.30188679245283,1.2735849056603774
a,6717,28.81372701282313,1.222555040590234,22.00029810702042,1.1894470114771205
a,2599,28.81372701282313,1.222555040590234,36.13899613899614,1.204633204633205
a,2578,25.61176008005104,1.1559703356549322,18.531228551818806,1.214824982841455
a,2614,25.61176008005104,1.1559703356549322,12.39479724560061,1.2165263963274673
a,8250,25.61176008005104,1.1559703356549322,35.820895522388064,1.383327266108482
a,2521,25.61176008005104,1.1559703356549322,35.70011900039667,0.8092026973423245
a,8293,24.202838306508667,1.2590000117037443,26.0775081492213,1.144512857660268
a,2283,24.202838306508667,1.2590000117037443,6.307490144546649,1.3666228646517742
a,3380,24.202838306508667,1.2590000117037443,34.1131181522061,1.3325436778205508
a,2965,24.202838306508667,1.2590000117037443,30.313236780060624,1.1923206466823846
a,4356,20.659323177377097,1.129507483218878,17.351388570117052,1.1292173513885702
a,2134,20.659323177377097,1.129507483218878,24.324324324324323,1.162162162162162
a,1991,20.659323177377097,1.129507483218878,21.67586552935273,1.0837932764676366
a,1667,20.659323177377097,1.129507483218878,19.285714285714285,1.1428571428571428
a,4400,37.26130726737715,0.8728675842233904,23.652016311735387,0.8971454463072044
a,457,37.26130726737715,0.8728675842233904,57.86163522012578,0.8385744234800838
a,3129,37.26130726737715,0.8728675842233904,30.27027027027027,0.8828828828828829
a,1173,66.02596541206157,1.4024232449119107,61.172472387425664,1.427357689039932
a,871,66.02596541206157,1.4024232449119107,90.41095890410958,1.5068493150684932
a,2169,66.02596541206157,1.4024232449119107,46.49446494464944,1.2730627306273063
a,3813,28.68683837736377,1.4631415125932008,26.477541371158388,1.5445232466509062
a,9605,28.68683837736377,1.4631415125932008,28.862973760932945,1.4369012911286965
a,1704,28.68683837736377,1.4631415125932008,30.72,1.408
a,4460,27.92943545997944,0.9386706793581462,25.910931174089068,0.9581646423751689
a,5024,27.92943545997944,0.9386706793581462,33.779197444599724,0.8983829107606308
a,5178,27.92943545997944,0.9386706793581462,24.098177761249534,0.9594644849386388
a,1863,35.41089245042679,1.349461824773301,15.458937198067634,1.1272141706924317
a,3255,35.41089245042679,1.349461824773301,27.615833077631176,1.3623810984964713
a,7622,35.41089245042679,1.349461824773301,25.906057830694756,1.3188538531990055
a,3689,35.41089245042679,1.349461824773301,19.517484413120084,1.3987530496069396
a,917,35.41089245042679,1.349461824773301,88.55614973262031,1.5401069518716577
a,10357,20.696449013777112,1.109311050542657,24.04879465582341,1.1036886436247455
a,2901,20.696449013777112,1.109311050542657,24.99132245748004,1.062131204442902
a,1916,20.696449013777112,1.109311050542657,7.511737089201878,1.158059467918623
a,13352,20.696449013777112,1.109311050542657,26.233941852603117,1.1133648861843588
a,2201,24.29002067936034,1.138051396655279,41.32231404958678,1.2396694214876034
a,10955,24.29002067936034,1.138051396655279,19.715224534501644,1.2486308871851042
a,5893,24.29002067936034,1.138051396655279,15.272357033768875,1.0996097064313592
a,6090,24.29002067936034,1.138051396655279,17.24764579547332,1.1002808524698495
a,5854,24.29002067936034,1.138051396655279,27.89256198347108,1.0020661157024793
a,7040,25.625691838285864,1.1855092605862698,19.9177188253653,1.0554688608313236
a,2631,25.625691838285864,1.1855092605862698,34.078000757288905,1.2722453616054523
a,2831,25.625691838285864,1.1855092605862698,22.88135593220339,1.2288135593220335
a,6108,22.40899558485565,1.0362202497467543,15.324165029469548,0.962671905697446
a,7828,22.40899558485565,1.0362202497467543,22.50287026406429,0.9644087256027554
a,4720,22.40899558485565,1.0362202497467543,28.19047619047619,1.1428571428571428
a,3955,22.40899558485565,1.0362202497467543,23.618470855412568,1.0749432248296746
a,9894,21.83795514749561,1.1068193245985354,28.039652033178232,1.2138377503540358
a,4023,21.83795514749561,1.1068193245985354,18.8622754491018,0.9880239520958084
a,6389,21.83795514749561,1.1068193245985354,18.6119379602068,1.118596271345762
a,2729,16.10367587838518,0.9283292731693896,26.578073089701,1.284606866002215
a,2831,16.10367587838518,0.9283292731693896,21.732954545454543,1.0014204545454546
a,494,16.10367587838518,0.9283292731693896,0.0,0.4989604989604989
a,11317,16.58158332964204,1.1861125609905296,17.20353982300885,1.2106194690265486
a,7840,16.58158332964204,1.1861125609905296,22.052067381317,1.2251148545176112
a,7053,16.58158332964204,1.1861125609905296,12.758718457612702,1.1823079104054437
a,13586,16.58158332964204,1.1861125609905296,14.31200765662961,1.1264080100125158
a,3703,18.8561350513902,1.0815825351052528,28.059236165237724,1.137957911145752
a,5644,18.8561350513902,1.0815825351052528,19.47643979057592,1.1099476439790577
a,7794,18.8561350513902,1.0815825351052528,15.242494226327944,1.0854503464203231
a,12815,18.8561350513902,1.0815825351052528,12.646370023419204,0.9929742388758782
a,7315,21.837499425388337,0.7816038831692048,17.248459958932237,0.8542094455852156
a,5492,21.837499425388337,0.7816038831692048,22.28696285506191,0.8193736343772761
a,17200,21.837499425388337,0.7816038831692048,14.86046511627907,0.8686046511627906
a,2402,21.837499425388337,0.7816038831692048,34.60091934809862,0.8274132887588801
a,3574,21.837499425388337,0.7816038831692048,20.19068984856983,0.538418395961862
a,6500,24.019600806631427,1.1976124477575736,13.846153846153848,1.0892307692307692
a,1325,24.019600806631427,1.1976124477575736,26.219956300072838,1.2235979606700655
a,2440,24.019600806631427,1.1976124477575736,35.366352844862874,1.2279983626688498
a,3316,24.019600806631427,1.1976124477575736,20.64594023543616,1.2496226984606096
a,1757,19.36689308254528,1.0659479101382865,8.19578827546955,1.0927717700626067
a,3720,19.36689308254528,1.0659479101382865,26.27737226277372,1.05433901054339
a,3242,19.36689308254528,1.0659479101382865,26.765799256505577,1.338289962825279
a,2080,19.36689308254528,1.0659479101382865,0.0,0.576923076923077
a,2246,19.36689308254528,1.0659479101382865,35.59550561797753,1.2674157303370783
a,4278,18.117616423999728,0.8481055769167709,20.19635343618513,0.7854137447405329
a,9161,18.117616423999728,0.8481055769167709,12.955288985823335,0.8440567066521264
a,3287,18.117616423999728,0.8481055769167709,17.507598784194528,0.8206686930091185
a,12538,18.117616423999728,0.8481055769167709,21.81122448979592,0.942283163265306
a,4348,36.12570090904868,0.9555774439444292,21.462967209355654,0.7704654895666131
a,1236,36.12570090904868,0.9555774439444292,57.73857257417802,1.2028869286287087
a,12068,36.12570090904868,0.9555774439444292,16.108717268810075,0.8800132582035135
a,1827,36.12570090904868,0.9555774439444292,49.19254658385093,0.968944099378882
a,4406,15.97661214360224,1.119013468280776,8.170676350431231,0.994098955969133
a,7217,15.97661214360224,1.119013468280776,23.06085503411781,1.1613981339646289
a,5595,15.97661214360224,1.119013468280776,9.00804289544236,1.029490616621984
a,4775,15.97661214360224,1.119013468280776,19.00739176346357,1.0010559662090812
a,5442,15.97661214360224,1.119013468280776,20.63609467455621,1.4090236686390532
a,12878,12.210008504104325,1.0654401520855157,11.440086808246784,1.060300728569214
a,6039,12.210008504104325,1.0654401520855157,13.710879284649776,1.1624441132637853
a,1784,12.210008504104325,1.0654401520855157,7.982261640798227,0.8647450110864745
a,7996,12.210008504104325,1.0654401520855157,15.706806282722512,1.174270755422588
a,1764,14.73836291174155,1.5308086211164786,6.122448979591836,1.3945578231292517
a,4995,14.73836291174155,1.5308086211164786,24.588188027320207,1.6030534351145038
a,9591,14.73836291174155,1.5308086211164786,16.16710182767624,1.629242819843342
a,10780,14.73836291174155,1.5308086211164786,13.69075224932752,1.4135979964752805
a,14556,14.73836291174155,1.5308086211164786,13.12332347479194,1.6135910310200152
a,2224,19.250848272354,1.0552746658011,8.093525179856115,0.9442446043165468
a,9233,19.250848272354,1.0552746658011,16.79140904653433,1.073869183208591
a,4697,19.250848272354,1.0552746658011,19.96587030716724,1.0494880546075085
a,6621,19.250848272354,1.0552746658011,32.15258855585831,1.153496821071753
a,8272,20.191348894634743,1.1882833514360645,23.155339805825243,1.1067961165048543
a,2211,20.191348894634743,1.1882833514360645,13.025780189959296,1.2211668928086838
a,4668,20.191348894634743,1.1882833514360645,25.3900406069673,1.2951485360119683
a,4519,20.191348894634743,1.1882833514360645,17.526001327727375,1.1684000885151582
a,5266,20.191348894634743,1.1882833514360645,21.859582542694497,1.1499051233396584
a,8015,20.12240303447787,1.046037958898456,23.778664007976072,1.0767696909272184
a,5863,20.12240303447787,1.046037958898456,22.6530612244898,1.0408163265306123
a,8480,20.12240303447787,1.046037958898456,13.935483870967744,1.0205278592375366
a,1729,25.99289969371236,1.2544856743314536,29.06574394463668,1.453287197231834
a,2055,25.99289969371236,1.2544856743314536,24.45414847161572,1.251819505094614
a,10105,25.99289969371236,1.2544856743314536,20.306778822365164,1.1340920336467095
a,3104,25.99289969371236,1.2544856743314536,30.144927536231883,1.178743961352657
a,4317,51.7872973433792,1.2806897769059111,41.870202372644805,1.256106071179344
a,2147,51.7872973433792,1.2806897769059111,69.5242581252944,1.186999528968441
a,2728,51.7872973433792,1.2806897769059111,43.967431532198376,1.3989637305699485
a,3485,22.100337508304943,1.3281462870884069,22.943221320973347,1.0254924681344149
a,2620,22.100337508304943,1.3281462870884069,26.45011600928074,1.6241299303944314
